customer_id,first_name,last_name,email,address,city,country,rental_id,rental_date,return_date,rental_duration,payment_id,amount,payment_date,payment_month,customer_full_name
390,shawn,heaton,shawn.heaton@sakilacustomer.org,1337 mit ghamr avenue,nakhon sawan,thailand,254,2005-05-26 14:43:48,2005-05-31 09:19:48,5,10555,4.99,2005-05-26 14:43:48,2005-05,shawn heaton
114,grace,ellis,grace.ellis@sakilacustomer.org,442 rae bareli place,duisburg,germany,255,2005-05-26 14:52:15,2005-05-27 12:45:15,1,3059,4.99,2005-05-26 14:52:15,2005-05,grace ellis
436,troy,quigley,troy.quigley@sakilacustomer.org,983 santa f way,vancouver,canada,256,2005-05-26 15:20:58,2005-05-31 15:58:58,5,11744,3.99,2005-05-26 15:20:58,2005-05,troy quigley
373,louis,leone,louis.leone@sakilacustomer.org,1191 tandil drive,tanauan,philippines,257,2005-05-26 15:27:05,2005-05-29 16:25:05,3,10088,4.99,2005-05-26 15:27:05,2005-05,louis leone
502,brett,cornwell,brett.cornwell@sakilacustomer.org,1197 sokoto boulevard,siliguri (shiliguri),india,258,2005-05-26 15:28:14,2005-05-30 18:38:14,4,13511,2.99,2005-05-26 15:28:14,2005-05,brett cornwell
482,maurice,crawley,maurice.crawley@sakilacustomer.org,1785 so bernardo do campo street,coatzacoalcos,mexico,259,2005-05-26 15:32:46,2005-06-04 15:27:46,9,13008,8.99,2005-05-26 15:32:46,2005-05,maurice crawley
21,michelle,clark,michelle.clark@sakilacustomer.org,262 a corua (la corua) parkway,tangail,bangladesh,260,2005-05-26 15:42:20,2005-05-31 13:21:20,5,544,3.99,2005-05-26 15:42:20,2005-05,michelle clark
414,vincent,ralston,vincent.ralston@sakilacustomer.org,397 sunnyvale avenue,allende,mexico,261,2005-05-26 15:44:23,2005-06-02 09:47:23,7,11192,3.99,2005-05-26 15:44:23,2005-05,vincent ralston
236,marcia,dean,marcia.dean@sakilacustomer.org,1479 rustenburg boulevard,tanza,philippines,262,2005-05-26 15:46:56,2005-05-28 15:49:56,2,6344,2.99,2005-05-26 15:46:56,2005-05,marcia dean
449,oscar,aquino,oscar.aquino@sakilacustomer.org,956 nam dinh manor,sirjan,iran,263,2005-05-26 15:47:40,2005-05-30 10:07:40,4,12114,4.99,2005-05-26 15:47:40,2005-05,oscar aquino
251,vickie,brewer,vickie.brewer@sakilacustomer.org,1966 tonghae street,halle/saale,germany,264,2005-05-26 16:00:49,2005-05-27 10:12:49,1,6757,2.99,2005-05-26 16:00:49,2005-05,vickie brewer
303,william,satterfield,william.satterfield@sakilacustomer.org,687 alessandria parkway,sanaa,yemen,265,2005-05-26 16:07:38,2005-06-01 14:20:38,6,8217,0.99,2005-05-26 16:07:38,2005-05,william satterfield
263,hilda,hopkins,hilda.hopkins@sakilacustomer.org,1831 nam dinh loop,mandaluyong,philippines,266,2005-05-26 16:08:05,2005-05-27 10:55:05,1,7099,0.99,2005-05-26 16:08:05,2005-05,hilda hopkins
417,travis,estep,travis.estep@sakilacustomer.org,289 santo andr manor,al-qatif,saudi arabia,267,2005-05-26 16:16:21,2005-05-30 16:53:21,4,11270,4.99,2005-05-26 16:16:21,2005-05,travis estep
75,tammy,sanders,tammy.sanders@sakilacustomer.org,1551 rampur lane,changhwa,taiwan,268,2005-05-26 16:19:08,2005-05-27 14:35:08,1,2022,0.99,2005-05-26 16:19:08,2005-05,tammy sanders
322,jason,morrissey,jason.morrissey@sakilacustomer.org,1427 a corua (la corua) place,bahía blanca,argentina,269,2005-05-26 16:19:46,2005-05-27 15:59:46,1,8696,4.99,2005-05-26 16:19:46,2005-05,jason morrissey
200,jeanne,lawson,jeanne.lawson@sakilacustomer.org,387 mwene-ditu drive,ashgabat,turkmenistan,270,2005-05-26 16:20:56,2005-06-03 12:40:56,8,5418,9.99,2005-05-26 16:20:56,2005-05,jeanne lawson
92,tina,simmons,tina.simmons@sakilacustomer.org,984 effon-alaiye avenue,goiânia,brazil,271,2005-05-26 16:22:01,2005-06-03 17:30:01,8,2504,5.99,2005-05-26 16:22:01,2005-05,tina simmons
71,kathy,james,kathy.james@sakilacustomer.org,492 cam ranh street,baybay,philippines,272,2005-05-26 16:27:11,2005-06-03 13:10:11,8,1911,9.99,2005-05-26 16:27:11,2005-05,kathy james
193,katie,elliott,katie.elliott@sakilacustomer.org,447 surakarta loop,kisumu,kenya,273,2005-05-26 16:29:36,2005-05-29 18:49:36,3,5219,2.99,2005-05-26 16:29:36,2005-05,katie elliott
311,paul,trout,paul.trout@sakilacustomer.org,746 joliet lane,kursk,russian federation,274,2005-05-26 16:48:51,2005-06-03 18:17:51,8,8432,5.99,2005-05-26 16:48:51,2005-05,paul trout
133,pauline,henry,pauline.henry@sakilacustomer.org,261 saint louis way,torreón,mexico,275,2005-05-26 17:09:53,2005-06-04 22:35:53,9,3586,6.99,2005-05-26 17:09:53,2005-05,pauline henry
58,jean,bell,jean.bell@sakilacustomer.org,1114 liepaja street,kuching,malaysia,276,2005-05-26 17:16:07,2005-06-03 12:59:07,8,1594,7.99,2005-05-26 17:16:07,2005-05,jean bell
45,janet,phillips,janet.phillips@sakilacustomer.org,1718 valencia street,antofagasta,chile,277,2005-05-26 17:32:11,2005-05-28 22:54:11,2,1229,2.99,2005-05-26 17:32:11,2005-05,janet phillips
214,kristin,johnston,kristin.johnston@sakilacustomer.org,226 brest manor,sunnyvale,united states,278,2005-05-26 17:40:58,2005-06-02 16:43:58,7,5802,3.99,2005-05-26 17:40:58,2005-05,kristin johnston
384,ernest,stepp,ernest.stepp@sakilacustomer.org,500 lincoln parkway,huai´an,china,279,2005-05-26 18:02:50,2005-06-03 18:48:50,8,10394,2.99,2005-05-26 18:02:50,2005-05,ernest stepp
167,sally,pierce,sally.pierce@sakilacustomer.org,1540 wroclaw drive,chandrapur,india,280,2005-05-26 18:36:58,2005-05-27 23:42:58,1,4516,2.99,2005-05-26 18:36:58,2005-05,sally pierce
582,andy,vanhorn,andy.vanhorn@sakilacustomer.org,966 asuncin way,huejutla de reyes,mexico,281,2005-05-26 18:49:35,2005-05-27 18:11:35,1,15588,0.99,2005-05-26 18:49:35,2005-05,andy vanhorn
282,jenny,castro,jenny.castro@sakilacustomer.org,1405 chisinau place,ponce,puerto rico,282,2005-05-26 18:56:26,2005-06-01 16:32:26,6,7626,6.99,2005-05-26 18:56:26,2005-05,jenny castro
242,glenda,frazier,glenda.frazier@sakilacustomer.org,1246 boksburg parkway,qinhuangdao,china,283,2005-05-26 19:05:05,2005-05-31 19:19:05,5,6535,3.99,2005-05-26 19:05:05,2005-05,glenda frazier
359,willie,markham,willie.markham@sakilacustomer.org,1623 kingstown drive,almirante brown,argentina,284,2005-05-26 19:21:44,2005-06-04 14:18:44,9,9684,8.99,2005-05-26 19:21:44,2005-05,willie markham
162,lauren,hudson,lauren.hudson@sakilacustomer.org,1740 le mans loop,le mans,france,285,2005-05-26 19:41:40,2005-05-31 16:58:40,5,4402,1.99,2005-05-26 19:41:40,2005-05,lauren hudson
371,billy,poulin,billy.poulin@sakilacustomer.org,1061 ede avenue,cabuyao,philippines,286,2005-05-26 19:44:51,2005-06-04 18:00:51,9,10020,6.99,2005-05-26 19:44:51,2005-05,billy poulin
17,donna,thompson,donna.thompson@sakilacustomer.org,270 toulon boulevard,elista,russian federation,287,2005-05-26 19:44:54,2005-06-02 01:10:54,7,447,2.99,2005-05-26 19:44:54,2005-05,donna thompson
82,kathryn,coleman,kathryn.coleman@sakilacustomer.org,927 baha blanca parkway,simferopol,ukraine,288,2005-05-26 19:47:49,2005-06-03 20:53:49,8,2219,8.99,2005-05-26 19:47:49,2005-05,kathryn coleman
81,andrea,henderson,andrea.henderson@sakilacustomer.org,320 baiyin parkway,mahajanga,madagascar,289,2005-05-26 20:01:09,2005-05-28 15:09:09,2,2196,0.99,2005-05-26 20:01:09,2005-05,andrea henderson
429,frederick,isbell,frederick.isbell@sakilacustomer.org,1404 taguig drive,tsuyama,japan,290,2005-05-26 20:08:33,2005-05-30 00:32:33,4,11578,2.99,2005-05-26 20:08:33,2005-05,frederick isbell
577,clifton,malcolm,clifton.malcolm@sakilacustomer.org,1489 kakamigahara lane,tanshui,taiwan,291,2005-05-26 20:20:47,2005-06-03 02:06:47,8,15457,5.99,2005-05-26 20:20:47,2005-05,clifton malcolm
515,andre,rapp,andre.rapp@sakilacustomer.org,568 dhule (dhulia) loop,coquimbo,chile,292,2005-05-26 20:22:12,2005-06-05 00:58:12,10,13861,6.99,2005-05-26 20:22:12,2005-05,andre rapp
158,veronica,stone,veronica.stone@sakilacustomer.org,369 papeete way,greensboro,united states,293,2005-05-26 20:27:02,2005-06-03 16:45:02,8,4293,5.99,2005-05-26 20:27:02,2005-05,veronica stone
369,fred,wheat,fred.wheat@sakilacustomer.org,433 florencia street,juárez,mexico,294,2005-05-26 20:29:57,2005-05-28 17:20:57,2,9976,4.99,2005-05-26 20:29:57,2005-05,fred wheat
65,rose,howard,rose.howard@sakilacustomer.org,698 otsu street,cayenne,french guiana,295,2005-05-26 20:33:20,2005-05-27 18:23:20,1,1767,4.99,2005-05-26 20:33:20,2005-05,rose howard
468,tim,cary,tim.cary@sakilacustomer.org,1257 guadalajara street,bijapur,india,296,2005-05-26 20:35:19,2005-06-04 02:31:19,9,12613,6.99,2005-05-26 20:35:19,2005-05,tim cary
48,ann,evans,ann.evans@sakilacustomer.org,909 garland manor,niznekamsk,russian federation,297,2005-05-26 20:48:48,2005-05-27 19:52:48,1,1313,2.99,2005-05-26 20:48:48,2005-05,ann evans
460,leon,bostic,leon.bostic@sakilacustomer.org,734 tanshui avenue,florencia,colombia,298,2005-05-26 20:52:26,2005-05-29 22:08:26,3,12416,0.99,2005-05-26 20:52:26,2005-05,leon bostic
448,miguel,betancourt,miguel.betancourt@sakilacustomer.org,319 springs loop,erlangen,germany,299,2005-05-26 20:55:36,2005-05-28 00:25:36,2,12085,4.99,2005-05-26 20:55:36,2005-05,miguel betancourt
47,frances,parker,frances.parker@sakilacustomer.org,686 garland manor,juazeiro do norte,brazil,300,2005-05-26 20:57:00,2005-06-05 01:34:00,10,1292,6.99,2005-05-26 20:57:00,2005-05,frances parker
274,naomi,jennings,naomi.jennings@sakilacustomer.org,1884 shikarpur avenue,karnal,india,301,2005-05-26 21:06:14,2005-06-01 01:54:14,6,7404,2.99,2005-05-26 21:06:14,2005-05,naomi jennings
387,jesse,schilling,jesse.schilling@sakilacustomer.org,514 ife way,lubumbashi,"congo, the democratic republic of the",302,2005-05-26 21:13:46,2005-06-03 15:49:46,8,10473,4.99,2005-05-26 21:13:46,2005-05,jesse schilling
596,enrique,forsythe,enrique.forsythe@sakilacustomer.org,1101 bucuresti boulevard,patras,greece,303,2005-05-26 21:16:52,2005-05-27 23:41:52,1,15956,4.99,2005-05-26 21:16:52,2005-05,enrique forsythe
534,christian,jung,christian.jung@sakilacustomer.org,949 allende lane,amroha,india,304,2005-05-26 21:21:28,2005-06-02 00:05:28,7,14372,5.99,2005-05-26 21:21:28,2005-05,christian jung
464,jerome,kenyon,jerome.kenyon@sakilacustomer.org,1872 toulon loop,rancagua,chile,305,2005-05-26 21:22:07,2005-06-02 22:33:07,7,12526,3.99,2005-05-26 21:22:07,2005-05,jerome kenyon
547,kurt,emmons,kurt.emmons@sakilacustomer.org,1421 quilmes lane,kanazawa,japan,306,2005-05-26 21:31:57,2005-05-28 19:37:57,2,14686,0.99,2005-05-26 21:31:57,2005-05,kurt emmons
375,aaron,selby,aaron.selby@sakilacustomer.org,1519 santiago de los caballeros loop,mwene-ditu,"congo, the democratic republic of the",307,2005-05-26 21:48:13,2005-06-04 22:24:13,9,10151,8.99,2005-05-26 21:48:13,2005-05,aaron selby
277,olga,jimenez,olga.jimenez@sakilacustomer.org,556 baybay manor,ogbomosho,nigeria,308,2005-05-26 22:01:39,2005-06-04 20:24:39,9,7495,6.99,2005-05-26 22:01:39,2005-05,olga jimenez
251,vickie,brewer,vickie.brewer@sakilacustomer.org,1966 tonghae street,halle/saale,germany,309,2005-05-26 22:38:10,2005-06-02 03:10:10,7,6758,1.99,2005-05-26 22:38:10,2005-05,vickie brewer
409,rodney,moeller,rodney.moeller@sakilacustomer.org,1936 lapu-lapu parkway,deba habe,nigeria,310,2005-05-26 22:41:07,2005-06-02 04:09:07,7,11062,6.99,2005-05-26 22:41:07,2005-05,rodney moeller
201,vicki,fields,vicki.fields@sakilacustomer.org,68 molodetno manor,witten,germany,311,2005-05-26 22:51:37,2005-06-01 00:02:37,6,5445,3.99,2005-05-26 22:51:37,2005-05,vicki fields
143,leslie,gordon,leslie.gordon@sakilacustomer.org,374 bat yam boulevard,kilis,turkey,312,2005-05-26 22:52:19,2005-06-02 18:14:19,7,3858,2.99,2005-05-26 22:52:19,2005-05,leslie gordon
594,eduardo,hiatt,eduardo.hiatt@sakilacustomer.org,1837 kaduna parkway,jining,china,313,2005-05-26 22:56:19,2005-05-29 01:29:19,3,15899,4.99,2005-05-26 22:56:19,2005-05,eduardo hiatt
203,tara,ryan,tara.ryan@sakilacustomer.org,1688 nador lane,gorontalo,indonesia,314,2005-05-26 23:09:41,2005-05-28 22:49:41,2,5496,0.99,2005-05-26 23:09:41,2005-05,tara ryan
238,nellie,garrett,nellie.garrett@sakilacustomer.org,1964 gijn manor,shimoga,india,315,2005-05-26 23:12:55,2005-05-29 23:33:55,3,6419,4.99,2005-05-26 23:12:55,2005-05,nellie garrett
249,dora,medina,dora.medina@sakilacustomer.org,1760 oshawa manor,tianjin,china,316,2005-05-26 23:22:55,2005-05-29 23:25:55,3,6714,4.99,2005-05-26 23:22:55,2005-05,dora medina
391,clarence,gamez,clarence.gamez@sakilacustomer.org,767 pyongyang drive,izumisano,japan,317,2005-05-26 23:23:56,2005-06-01 19:56:56,6,10590,5.99,2005-05-26 23:23:56,2005-05,clarence gamez
60,mildred,bailey,mildred.bailey@sakilacustomer.org,81 hodeida way,jaipur,india,318,2005-05-26 23:37:39,2005-06-03 04:31:39,8,1647,4.99,2005-05-26 23:37:39,2005-05,mildred bailey
77,jane,bennett,jane.bennett@sakilacustomer.org,1692 ede loop,araçatuba,brazil,319,2005-05-26 23:52:13,2005-05-30 18:55:13,4,2085,2.99,2005-05-26 23:52:13,2005-05,jane bennett
2,patricia,johnson,patricia.johnson@sakilacustomer.org,1121 loja avenue,san bernardino,united states,320,2005-05-27 00:09:24,2005-05-28 04:30:24,1,33,4.99,2005-05-27 00:09:24,2005-05,patricia johnson
496,tyler,wren,tyler.wren@sakilacustomer.org,1060 tandil lane,rizhao,china,322,2005-05-27 00:47:35,2005-06-02 00:32:35,6,13356,4.99,2005-05-27 00:47:35,2005-05,tyler wren
144,clara,shaw,clara.shaw@sakilacustomer.org,1027 songkhla manor,molodetšno,belarus,323,2005-05-27 00:49:27,2005-05-30 03:12:27,3,3879,2.99,2005-05-27 00:49:27,2005-05,clara shaw
292,misty,lambert,misty.lambert@sakilacustomer.org,1192 tongliao street,sharja,united arab emirates,324,2005-05-27 01:00:04,2005-05-30 04:27:04,3,7895,0.99,2005-05-27 01:00:04,2005-05,misty lambert
449,oscar,aquino,oscar.aquino@sakilacustomer.org,956 nam dinh manor,sirjan,iran,325,2005-05-27 01:09:55,2005-05-31 07:01:55,4,12115,5.99,2005-05-27 01:09:55,2005-05,oscar aquino
432,edwin,burk,edwin.burk@sakilacustomer.org,1766 almirante brown street,newcastle,south africa,326,2005-05-27 01:10:11,2005-06-04 20:25:11,8,11643,7.99,2005-05-27 01:10:11,2005-05,edwin burk
105,dawn,sullivan,dawn.sullivan@sakilacustomer.org,454 nakhon sawan boulevard,funafuti,tuvalu,327,2005-05-27 01:18:57,2005-06-04 04:06:57,8,2824,8.99,2005-05-27 01:18:57,2005-05,dawn sullivan
451,jim,rea,jim.rea@sakilacustomer.org,814 simferopol loop,el fuerte,mexico,328,2005-05-27 01:29:31,2005-06-01 02:27:31,5,12161,2.99,2005-05-27 01:29:31,2005-05,jim rea
231,georgia,jacobs,georgia.jacobs@sakilacustomer.org,954 kimchon place,uttarpara-kotrung,india,329,2005-05-27 01:57:14,2005-05-31 04:19:14,4,6219,5.99,2005-05-27 01:57:14,2005-05,georgia jacobs
248,caroline,bowman,caroline.bowman@sakilacustomer.org,1309 weifang street,tallahassee,united states,330,2005-05-27 02:15:30,2005-06-04 05:09:30,8,6699,7.99,2005-05-27 02:15:30,2005-05,caroline bowman
67,kelly,torres,kelly.torres@sakilacustomer.org,1586 guaruj place,xi´angtan,china,331,2005-05-27 02:22:26,2005-06-05 00:25:26,9,1823,9.99,2005-05-27 02:22:26,2005-05,kelly torres
299,james,gannon,james.gannon@sakilacustomer.org,1635 kuwana boulevard,hiroshima,japan,332,2005-05-27 02:27:10,2005-06-03 01:26:10,7,8106,5.99,2005-05-27 02:27:10,2005-05,james gannon
412,allen,butterfield,allen.butterfield@sakilacustomer.org,791 salinas street,hoshiarpur,india,333,2005-05-27 02:52:21,2005-06-01 00:55:21,5,11150,4.99,2005-05-27 02:52:21,2005-05,allen butterfield
194,kristen,chavez,kristen.chavez@sakilacustomer.org,345 oshawa boulevard,hino,japan,334,2005-05-27 03:03:07,2005-05-29 03:54:07,2,5244,4.99,2005-05-27 03:03:07,2005-05,kristen chavez
16,sandra,martin,sandra.martin@sakilacustomer.org,360 toulouse parkway,southend-on-sea,united kingdom,335,2005-05-27 03:07:10,2005-06-05 00:15:10,9,418,3.99,2005-05-27 03:07:10,2005-05,sandra martin
275,carole,barnett,carole.barnett@sakilacustomer.org,1980 kamjanets-podilskyi street,peoria,united states,336,2005-05-27 03:15:23,2005-05-29 22:43:23,2,7437,2.99,2005-05-27 03:15:23,2005-05,carole barnett
19,ruth,martinez,ruth.martinez@sakilacustomer.org,1417 lancaster avenue,kimberley,south africa,337,2005-05-27 03:22:30,2005-06-02 03:27:30,6,493,2.99,2005-05-27 03:22:30,2005-05,ruth martinez
165,lorraine,stephens,lorraine.stephens@sakilacustomer.org,154 tallahassee loop,hami,china,338,2005-05-27 03:42:52,2005-06-01 05:23:52,5,4467,4.99,2005-05-27 03:42:52,2005-05,lorraine stephens
516,elmer,noe,elmer.noe@sakilacustomer.org,1768 udine loop,battambang,cambodia,339,2005-05-27 03:47:18,2005-06-04 05:46:18,8,13888,3.99,2005-05-27 03:47:18,2005-05,elmer noe
209,tonya,chapman,tonya.chapman@sakilacustomer.org,43 dadu avenue,bhilwara,india,340,2005-05-27 03:55:25,2005-06-04 07:57:25,8,5656,9.99,2005-05-27 03:55:25,2005-05,tonya chapman
56,gloria,cook,gloria.cook@sakilacustomer.org,1668 saint louis place,papeete,french polynesia,341,2005-05-27 04:01:42,2005-06-05 08:51:42,9,1536,5.99,2005-05-27 04:01:42,2005-05,gloria cook
539,mathew,bolin,mathew.bolin@sakilacustomer.org,163 augusta-richmond county loop,valencia,venezuela,342,2005-05-27 04:11:04,2005-05-29 01:28:04,2,14508,0.99,2005-05-27 04:11:04,2005-05,mathew bolin
455,jon,wiles,jon.wiles@sakilacustomer.org,659 gatineau boulevard,el alto,bolivia,343,2005-05-27 04:13:41,2005-05-28 08:34:41,1,12282,0.99,2005-05-27 04:13:41,2005-05,jon wiles
236,marcia,dean,marcia.dean@sakilacustomer.org,1479 rustenburg boulevard,tanza,philippines,344,2005-05-27 04:30:22,2005-05-29 10:13:22,2,6345,2.99,2005-05-27 04:30:22,2005-05,marcia dean
144,clara,shaw,clara.shaw@sakilacustomer.org,1027 songkhla manor,molodetšno,belarus,345,2005-05-27 04:32:25,2005-05-31 09:50:25,4,3880,2.99,2005-05-27 04:32:25,2005-05,clara shaw
14,betty,white,betty.white@sakilacustomer.org,770 bydgoszcz avenue,citrus heights,united states,346,2005-05-27 04:34:41,2005-06-05 04:24:41,9,359,9.99,2005-05-27 04:34:41,2005-05,betty white
378,eugene,culpepper,eugene.culpepper@sakilacustomer.org,686 donostia-san sebastin lane,shenzhen,china,347,2005-05-27 04:40:33,2005-05-28 09:56:33,1,10229,0.99,2005-05-27 04:40:33,2005-05,eugene culpepper
473,jorge,olivares,jorge.olivares@sakilacustomer.org,1078 stara zagora drive,lhokseumawe,indonesia,348,2005-05-27 04:50:56,2005-06-01 04:43:56,5,12779,4.99,2005-05-27 04:50:56,2005-05,jorge olivares
36,kathleen,adams,kathleen.adams@sakilacustomer.org,334 munger (monghyr) lane,arak,iran,349,2005-05-27 04:53:11,2005-05-28 06:33:11,1,984,0.99,2005-05-27 04:53:11,2005-05,kathleen adams
9,margaret,moore,margaret.moore@sakilacustomer.org,613 korolev drive,masqat,oman,350,2005-05-27 05:01:28,2005-06-04 05:01:28,8,231,4.99,2005-05-27 05:01:28,2005-05,margaret moore
118,kim,cruz,kim.cruz@sakilacustomer.org,333 goinia way,grand prairie,united states,351,2005-05-27 05:39:03,2005-06-01 11:10:03,5,3167,5.99,2005-05-27 05:39:03,2005-05,kim cruz
157,darlene,rose,darlene.rose@sakilacustomer.org,1386 nakhon sawan boulevard,pyongyang,north korea,352,2005-05-27 05:48:19,2005-05-29 09:05:19,2,4261,0.99,2005-05-27 05:48:19,2005-05,darlene rose
503,angel,barclay,angel.barclay@sakilacustomer.org,496 celaya drive,ueda,japan,353,2005-05-27 06:03:39,2005-06-03 04:39:39,7,13546,5.99,2005-05-27 06:03:39,2005-05,angel barclay
452,tom,milner,tom.milner@sakilacustomer.org,535 ahmadnagar manor,abu dhabi,united arab emirates,354,2005-05-27 06:12:26,2005-06-01 06:48:26,5,12193,2.99,2005-05-27 06:12:26,2005-05,tom milner
446,theodore,culp,theodore.culp@sakilacustomer.org,1704 tambaram manor,uluberia,india,355,2005-05-27 06:15:33,2005-06-01 02:50:33,5,12027,4.99,2005-05-27 06:15:33,2005-05,theodore culp
382,victor,barkley,victor.barkley@sakilacustomer.org,401 sucre boulevard,manchester,united states,356,2005-05-27 06:32:30,2005-05-30 06:24:30,3,10342,2.99,2005-05-27 06:32:30,2005-05,victor barkley
198,elsie,kelley,elsie.kelley@sakilacustomer.org,955 bamenda way,ikerre,nigeria,357,2005-05-27 06:37:15,2005-05-30 07:04:15,3,5356,0.99,2005-05-27 06:37:15,2005-05,elsie kelley
102,crystal,ford,crystal.ford@sakilacustomer.org,659 vaduz drive,ashdod,israel,358,2005-05-27 06:43:59,2005-05-29 11:28:59,2,2737,0.99,2005-05-27 06:43:59,2005-05,crystal ford
152,alicia,mills,alicia.mills@sakilacustomer.org,1963 moscow place,nagaon,india,359,2005-05-27 06:48:33,2005-05-29 03:55:33,2,4136,4.99,2005-05-27 06:48:33,2005-05,alicia mills
594,eduardo,hiatt,eduardo.hiatt@sakilacustomer.org,1837 kaduna parkway,jining,china,360,2005-05-27 06:51:14,2005-06-03 01:58:14,7,15900,8.99,2005-05-27 06:51:14,2005-05,eduardo hiatt
587,sergio,stanfield,sergio.stanfield@sakilacustomer.org,1402 zanzibar boulevard,celaya,mexico,361,2005-05-27 07:03:28,2005-05-31 08:01:28,4,15710,0.99,2005-05-27 07:03:28,2005-05,sergio stanfield
147,joanne,robertson,joanne.robertson@sakilacustomer.org,1337 lincoln parkway,urawa,japan,362,2005-05-27 07:10:25,2005-06-01 08:34:25,5,3978,0.99,2005-05-27 07:10:25,2005-05,joanne robertson
345,carl,artis,carl.artis@sakilacustomer.org,1628 nagareyama lane,san lorenzo,paraguay,363,2005-05-27 07:14:00,2005-05-28 12:22:00,1,9314,0.99,2005-05-27 07:14:00,2005-05,carl artis
430,ray,houle,ray.houle@sakilacustomer.org,740 udaipur lane,dzerzinsk,russian federation,364,2005-05-27 07:20:12,2005-05-31 10:44:12,4,11599,4.99,2005-05-27 07:20:12,2005-05,ray houle
167,sally,pierce,sally.pierce@sakilacustomer.org,1540 wroclaw drive,chandrapur,india,365,2005-05-27 07:31:20,2005-06-04 04:46:20,8,4517,2.99,2005-05-27 07:31:20,2005-05,sally pierce
134,emma,boyd,emma.boyd@sakilacustomer.org,765 southampton drive,qalyub,egypt,366,2005-05-27 07:33:54,2005-06-04 01:55:54,8,3613,3.99,2005-05-27 07:33:54,2005-05,emma boyd
439,alexander,fennell,alexander.fennell@sakilacustomer.org,231 kaliningrad place,bergamo,italy,367,2005-05-27 07:37:02,2005-05-30 05:43:02,3,11830,0.99,2005-05-27 07:37:02,2005-05,alexander fennell
361,lawrence,lawton,lawrence.lawton@sakilacustomer.org,114 jalib al-shuyukh manor,yaoundé,cameroon,368,2005-05-27 07:42:29,2005-06-04 11:20:29,8,9743,5.99,2005-05-27 07:42:29,2005-05,lawrence lawton
508,milton,howland,milton.howland@sakilacustomer.org,758 korolev parkway,vijayawada,india,369,2005-05-27 07:46:49,2005-06-01 06:20:49,5,13686,2.99,2005-05-27 07:46:49,2005-05,milton howland
22,laura,rodriguez,laura.rodriguez@sakilacustomer.org,28 charlotte amalie street,salé,morocco,370,2005-05-27 07:49:43,2005-06-05 06:39:43,9,579,4.99,2005-05-27 07:49:43,2005-05,laura rodriguez
295,daisy,bates,daisy.bates@sakilacustomer.org,661 chisinau lane,kolpino,russian federation,371,2005-05-27 08:08:18,2005-06-05 03:05:18,9,7979,3.99,2005-05-27 08:08:18,2005-05,daisy bates
510,ben,easter,ben.easter@sakilacustomer.org,886 tonghae place,kamyšin,russian federation,372,2005-05-27 08:13:58,2005-06-04 03:50:58,8,13732,5.99,2005-05-27 08:13:58,2005-05,ben easter
464,jerome,kenyon,jerome.kenyon@sakilacustomer.org,1872 toulon loop,rancagua,chile,373,2005-05-27 08:16:25,2005-06-01 11:41:25,5,12527,1.99,2005-05-27 08:16:25,2005-05,jerome kenyon
337,jerry,jordon,jerry.jordon@sakilacustomer.org,124 al-manama way,onomichi,japan,374,2005-05-27 08:26:30,2005-06-05 07:13:30,9,9097,6.99,2005-05-27 08:26:30,2005-05,jerry jordon
306,charles,kowalski,charles.kowalski@sakilacustomer.org,715 so bernardo do campo lane,sungai petani,malaysia,375,2005-05-27 08:49:21,2005-06-04 14:11:21,8,8294,3.99,2005-05-27 08:49:21,2005-05,charles kowalski
542,lonnie,tirado,lonnie.tirado@sakilacustomer.org,1658 cuman loop,pangkal pinang,indonesia,376,2005-05-27 08:58:15,2005-06-02 04:48:15,6,14578,4.99,2005-05-27 08:58:15,2005-05,lonnie tirado
170,beatrice,arnold,beatrice.arnold@sakilacustomer.org,1877 ezhou lane,udaipur,india,377,2005-05-27 09:04:05,2005-06-02 03:36:05,6,4605,5.99,2005-05-27 09:04:05,2005-05,beatrice arnold
53,heather,morris,heather.morris@sakilacustomer.org,17 kabul boulevard,nagareyama,japan,378,2005-05-27 09:23:22,2005-05-29 15:20:22,2,1455,2.99,2005-05-27 09:23:22,2005-05,heather morris
584,salvador,teel,salvador.teel@sakilacustomer.org,247 jining parkway,banjul,gambia,379,2005-05-27 09:25:32,2005-06-02 06:19:32,6,15636,4.99,2005-05-27 09:25:32,2005-05,salvador teel
176,june,carroll,june.carroll@sakilacustomer.org,757 rustenburg avenue,skikda,algeria,380,2005-05-27 09:34:39,2005-06-04 11:45:39,8,4764,6.99,2005-05-27 09:34:39,2005-05,june carroll
371,billy,poulin,billy.poulin@sakilacustomer.org,1061 ede avenue,cabuyao,philippines,381,2005-05-27 09:43:25,2005-05-31 12:00:25,4,10021,4.99,2005-05-27 09:43:25,2005-05,billy poulin
183,ida,andrews,ida.andrews@sakilacustomer.org,1839 szkesfehrvr parkway,luziânia,brazil,382,2005-05-27 10:12:00,2005-05-31 15:03:00,4,4974,0.99,2005-05-27 10:12:00,2005-05,ida andrews
298,erika,pena,erika.pena@sakilacustomer.org,898 jining lane,oulu,finland,383,2005-05-27 10:12:20,2005-06-03 10:37:20,7,8080,3.99,2005-05-27 10:12:20,2005-05,erika pena
